,sentence_group_id,author,text
12226,id00750,EAP,"This delicate little creature , in the trembling of her wasted fingers , in the livid hue of her lips , and in the slight hectic spot which tinged her otherwise leaden complexion , gave evident indications of a galloping consumption ."
12227,id01502,EAP,"He had on a tight fitting parti striped dress , and his head was surmounted by the conical cap and bells ."
12228,id15788,HPL,"Then Donovan felt over it delicately around the edge , pressing each point separately as he went ."
12229,id12612,MWS,His favourite horse was found grazing by the margin of the tranquil river .
12230,id05678,HPL,"On the far , misty horizon I could just make out the dizzy profile of the Head , topped by the queer ancient house of which so many legends are told ; but for the moment all my attention was captured by the nearer panorama just below me ."
12231,id25097,MWS,"In his solitary despair Adrian would often seek my sister , and in covered terms express his misery , while fortitude and agony divided the throne of his mind ."
12232,id20020,MWS,But then Perdita thought more constantly of others than he ; and part of her bashfulness arose from a wish to take from those around her a sense of inferiority ; a feeling which never crossed her mind .
12233,id03583,EAP,"When it reached the house it domesticated itself at once , and became immediately a great favorite with my wife ."
12234,id24400,EAP,"In a minute afterward they relaxed , disclosing a bright line of the pearly teeth ."
12235,id09099,EAP,At such times I could not help remarking and admiring although from his rich ideality I had been prepared to expect it a peculiar analytic ability in Dupin .
12236,id14140,MWS,"`` I am not mad , '' I cried energetically ; `` the sun and the heavens , who have viewed my operations , can bear witness of my truth ."
12237,id23238,EAP,My own case differed in no important particular from those mentioned in medical books .
12238,id14538,MWS,"CHAPTER IV Among our most assiduous visitors was a young man of rank , well informed , and agreable in his person ."
12239,id17294,HPL,Lying on its side for it could not stand up alone was the exotic spiky figure which in his monstrous dream he had broken off the fantastic balustrade .
12240,id03314,EAP,"The earth was trampled , the bushes were broken , and there was every evidence of a violent struggle ."
12241,id23421,EAP,The scoundrel had joined his master in the country : `` Left .
12242,id23421,EAP,"S yesterday , for parts unknown did not say where or when be back so thought best to return letter , knowing your handwriting , and as how you is always , more or less , in a hurry ."
12243,id08377,MWS,"Their yells were drowned in the clamour of elements , and the thunder rivings of their unwieldy habitation they discovered at last that the water gained on them , and they betook themselves to their pumps ; they might as well have laboured to empty the ocean by bucketfuls ."
12244,id23610,MWS,"Sometimes I wished to express my sensations in my own mode , but the uncouth and inarticulate sounds which broke from me frightened me into silence again ."
12245,id18593,MWS,"She was too unlike them , too utterly alien to their tastes , for them to find delight in her society , or in the prospect of its continuance , but it gave them pleasure to see her conciliating and kind ."
12246,id13447,HPL,"He had grown as large as a child of four , and was a fluent and incredibly intelligent talker ."
12247,id04324,MWS,"To be friendless is indeed to be unfortunate , but the hearts of men , when unprejudiced by any obvious self interest , are full of brotherly love and charity ."
12248,id00560,EAP,I dreaded the jealousy of the editor and I had ascertained that he did not pay for original contributions .
12249,id13372,EAP,"The principle being discovered by which a machine can be made to play a game of chess , an extension of the same principle would enable it to win a game a farther extension would enable it to win all games that is , to beat any possible game of an antagonist ."
12250,id14410,MWS,"Then I spurred on my animal , striving so to forget the world , my fears , and more than all , myself or , in a more desperate fashion , I alighted and threw myself on the grass , weighed down by horror and despair ."
12251,id04131,HPL,"It seemed , in any event , to be contagious ; for Hannah Bowen , one of the two servants , died of it in the following June ."
12252,id11184,EAP,"why , not General John ."
12253,id11184,EAP,"A . B . C. ? '' `` Smith ? '' inquired Miranda , musingly ."
12254,id03279,EAP,`` .
12255,id03279,EAP,"For many minutes , '' continued the latter , `` my sole sentiment my sole feeling was that of darkness and nonentity , with the consciousness of death ."
12256,id26886,EAP,"Her voice embraced three complete octaves , extending from the contralto ."
12257,id26886,EAP,D to the .
12258,id26886,EAP,"D upper soprano , and , though sufficiently powerful to have filled the San Carlos , executed , with the minutest precision , every difficulty of vocal composition ascending and descending scales , cadences , or fiorituri ."
12259,id10008,MWS,A man of this kind was now pouring forth his eloquent despair among the inhabitants of Windsor .
12260,id01992,EAP,"He soon , however , recovered his composure , and an expression of determined malignancy settled upon his countenance , as he gave peremptory orders that a certain chamber should be immediately locked up , and the key placed in his own possession ."
12261,id17628,EAP,"I began to murmur , to hesitate , to resist ."
12262,id00501,HPL,"Then we reached the crest and beheld the outspread valley beyond , where the Manuxet joins the sea just north of the long line of cliffs that culminate in Kingsport Head and veer off toward Cape Ann ."
12263,id09314,EAP,`` .
12264,id09314,EAP,"There is a game of puzzles , '' he resumed , `` which is played upon a map ."
12265,id17421,EAP,"At the turn , the stream , sweeping backward , made an almost circular loop , so as to form a peninsula which was very nearly an island , and which included about the sixteenth of an acre ."
